title,group
دوزنده کروات,خیاط‌ها‌و‌سایر‌دوزندگان
کلاه دوز ( کلاه نظامی و غیرنظامی ) - دستی ,خیاط‌ها‌و‌سایر‌دوزندگان
کمک خیاط - دستی ,خیاط‌ها‌و‌سایر‌دوزندگان
نوار دوز دوزندگی - دستی ,خیاط‌ها‌و‌سایر‌دوزندگان
نوار دوزی,خیاط‌ها‌و‌سایر‌دوزندگان
دوزنده کلاه  زنانه- دستی,خیاط‌ها‌و‌سایر‌دوزندگان
کلاه دوز,خیاط‌ها‌و‌سایر‌دوزندگان
دوزنده کلاه  مردانه - دستی,خیاط‌ها‌و‌سایر‌دوزندگان
دوزنده لباس چرمی - دستی ,خیاط‌ها‌و‌سایر‌دوزندگان
رفوگر لباس - دستی ,خیاط‌ها‌و‌سایر‌دوزندگان
رفوگری لباس,خیاط‌ها‌و‌سایر‌دوزندگان
زیگزاگ دوز پوشاک دوزی - دستی ,خیاط‌ها‌و‌سایر‌دوزندگان
سایززن پوشاک - دستی,خیاط‌ها‌و‌سایر‌دوزندگان
سری دوز پوشاک - دستی,خیاط‌ها‌و‌سایر‌دوزندگان
جا دکمه دوزی,خیاط‌ها‌و‌سایر‌دوزندگان
چرخ کار لباس - دستی ,خیاط‌ها‌و‌سایر‌دوزندگان
چرخ کاری لباس,خیاط‌ها‌و‌سایر‌دوزندگان
خامه دوز - دستی ,خیاط‌ها‌و‌سایر‌دوزندگان
خامه دوزی,خیاط‌ها‌و‌سایر‌دوزندگان
خیاط - دستی ,خیاط‌ها‌و‌سایر‌دوزندگان
خیاط زنانه دوز - دستی,خیاط‌ها‌و‌سایر‌دوزندگان
خیاط زنانه دوزی,خیاط‌ها‌و‌سایر‌دوزندگان
خیاط لباس زنانه,خیاط‌ها‌و‌سایر‌دوزندگان
دوزنده لباس زنانه,خیاط‌ها‌و‌سایر‌دوزندگان
خیاط لباس های تئاتری - دستی,خیاط‌ها‌و‌سایر‌دوزندگان
خیاط لباس تئاتر,خیاط‌ها‌و‌سایر‌دوزندگان
دوزنده‎لباس تئاتر,خیاط‌ها‌و‌سایر‌دوزندگان
خیاط مردانه دوز - دستی,خیاط‌ها‌و‌سایر‌دوزندگان
خیاط لباس مردانه,خیاط‌ها‌و‌سایر‌دوزندگان
خیاط مردانه دوزی,خیاط‌ها‌و‌سایر‌دوزندگان
دوزنده لباس مردانه,خیاط‌ها‌و‌سایر‌دوزندگان
دستکش پارچه ای دوز - دستی,خیاط‌ها‌و‌سایر‌دوزندگان
دوخت کار لباس - دستی ,خیاط‌ها‌و‌سایر‌دوزندگان
دوزنده لباس,خیاط‌ها‌و‌سایر‌دوزندگان
جای دکمه دوزی,خیاط‌ها‌و‌سایر‌دوزندگان
دوزنده پالتو پوست و لباس های پوستی - دستی ,خیاط‌ها‌و‌سایر‌دوزندگان
دوزنده لباس پوستی,خیاط‌ها‌و‌سایر‌دوزندگان
دوزنده پالتو پوست و لباس های پوستی- دستی,خیاط‌ها‌و‌سایر‌دوزندگان
کاور دوزی,خیاط‌ها‌و‌سایر‌دوزندگان
دوزنده کاور مبل,خیاط‌ها‌و‌سایر‌دوزندگان
دوزنده روکش  مبلمان - دستی,خیاط‌ها‌و‌سایر‌دوزندگان
دوزنده روکش  مبلمان- دستی,خیاط‌ها‌و‌سایر‌دوزندگان
دوزنده روکش  وسایل ارتوپدی- دستی,خیاط‌ها‌و‌سایر‌دوزندگان
رویه دوز صندلی اتومبیل- دستی,خیاط‌ها‌و‌سایر‌دوزندگان
پیراهن دوز مبل- دستی ,خیاط‌ها‌و‌سایر‌دوزندگان
تشک دوز هواپیما - دستی ,خیاط‌ها‌و‌سایر‌دوزندگان
تشک دوز وسایل حمل و نقل - دستی ,خیاط‌ها‌و‌سایر‌دوزندگان
گونی بافی,خیاط‌ها‌و‌سایر‌دوزندگان
قلاب دوز- دستی,خیاط‌ها‌و‌سایر‌دوزندگان
گوبلن کار- دستی,خیاط‌ها‌و‌سایر‌دوزندگان
پنبه زن لحاف دوزی - دستی,خیاط‌ها‌و‌سایر‌دوزندگان
لحاف دوزی,خیاط‌ها‌و‌سایر‌دوزندگان
خوشخواب دوز - دستی ,خیاط‌ها‌و‌سایر‌دوزندگان
خوش خواب دوزی,خیاط‌ها‌و‌سایر‌دوزندگان
لحاف دوز - دستی ,خیاط‌ها‌و‌سایر‌دوزندگان
دوزنده لحاف,خیاط‌ها‌و‌سایر‌دوزندگان
لحاف دوز- دستی,خیاط‌ها‌و‌سایر‌دوزندگان
پالان دوز- دستی,خیاط‌ها‌و‌سایر‌دوزندگان
پنبه زن لحاف دوزی- دستی,خیاط‌ها‌و‌سایر‌دوزندگان
خوشخواب دوز- دستی,خیاط‌ها‌و‌سایر‌دوزندگان
غواص اسکله ,غواص‌ها
غواص,غواص‌ها
غواص پل های آبی ,غواص‌ها
غواص جوینده اسفنج,غواص‌ها
غواص جوینده صدف,غواص‌ها
غواص صید,غواص‌ها
غواص صید مروارید  ,غواص‌ها
غواص عملیات نجات,غواص‌ها
غواص کشتی ,غواص‌ها
نیروی کار زیر آب,غواص‌ها
غواص اسکله,غواص‌ها
غواص پل های آبی,غواص‌ها
غواص صید مروارید,غواص‌ها
غواص کشتی,غواص‌ها
نیروی کار زیر آب (فعالیت های مختلف),غواص‌ها
غواص ,غواص‌ها
آتش بار معدن ,تخریبچی‌ها‌و‌متصدیان‌انفجار
آتش کار معدن ,تخریبچی‌ها‌و‌متصدیان‌انفجار
باروت رسان ,تخریبچی‌ها‌و‌متصدیان‌انفجار
باروت رسان معدن,تخریبچی‌ها‌و‌متصدیان‌انفجار
باروت گذار ,تخریبچی‌ها‌و‌متصدیان‌انفجار
باروت گذار معدن,تخریبچی‌ها‌و‌متصدیان‌انفجار
تخریبچی با مواد منفجره,تخریبچی‌ها‌و‌متصدیان‌انفجار
خرج گذار انفجار و تخریب,تخریبچی‌ها‌و‌متصدیان‌انفجار
متصدی انفجار,تخریبچی‌ها‌و‌متصدیان‌انفجار
متصدی انفجار در معدن,تخریبچی‌ها‌و‌متصدیان‌انفجار
متصدی انفجار معدن ,تخریبچی‌ها‌و‌متصدیان‌انفجار
متصدی مواد منفجره در معدن ,تخریبچی‌ها‌و‌متصدیان‌انفجار
آتش بار معدن,تخریبچی‌ها‌و‌متصدیان‌انفجار
آتش کار معدن,تخریبچی‌ها‌و‌متصدیان‌انفجار
متصدی انفجار معدن,تخریبچی‌ها‌و‌متصدیان‌انفجار
آزمایش کننده کیفیت تولیدات الکترونیکی ,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
آزمایش کننده کیفیت,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
آزمایش کننده کیفیت تولیدات الکتریکی ,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
آزمایش کننده کیفیت تولیدات مکانیکی ,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
آزمایش کننده کیفیت تیوپ و تایر ,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
آزمایش کننده کیفیت کالا ,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
آزمایش کننده لوله و پلیسه - پرداخت لوله های فلزی,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
آزمایش کننده لوله,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
آزمایش کننده پلیسه,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
آزمایش کننده مرغوبیت کالا,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
بازرس کیفیت,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
بازرس کنتور برق ,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
درجه بندی کننده محصولات (به  جز مواد خوراکی، نوشیدنی و دخانی),کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
درجه بندی کننده کالا,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
آزمایش کننده کیفیت تولیدات مکانیکی,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
کنترل کننده کیفیت تولیدات مکانیکی,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
کنترل کننده کیفیت تولیدات الکترونیکی ,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
کنترل کننده کیفیت تولیدات الکتریکی ,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
کنترل کننده کیفیت تولیدات پلاستیکی,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
کنترل کننده کیفیت تولیدات مکانیکی ,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
کنترل کننده کیفیت کالا ,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
مهندس کیفیت کالا,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
کنترل کننده مرغوبیت کالا,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
آزمایش کننده کیفیت تولید ,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
آزمایش کننده کیفیت تولیدات ,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
آزمایش کننده کیفیت ,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
آزمایش کننده لوله ,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
آزمایش کننده کیفیت تیوپ و تایر,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
بازرس کنتور,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
 بازرس کیفیت,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
بازرس کنتور برق,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
کنترل کننده کیفیت تولیدات الکترونیکی,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
آزمایش کننده کیفیت تولیدات الکترونیکی,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
آزمایش کننده کیفیت تولیدات الکتریکی,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
کنترل کننده کیفیت تولیدات الکتریکی,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
کنترل کننده کیفیت کالا,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
آزمایش کننده کیفیت کالا,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
بازرس کنترل کیفیت,کارکنان‌درجه‌بندی‌و‌آزمایش‌محصولات‌غیرخوراکی
آفت زدا با دود ,آفت‌زدایان‌و‌کنترل‌کنندگان‌آفات‌و‌علف‌های‌هرز
تله گذار جانوران موذی,آفت‌زدایان‌و‌کنترل‌کنندگان‌آفات‌و‌علف‌های‌هرز
کنترل کننده آفت ها ,آفت‌زدایان‌و‌کنترل‌کنندگان‌آفات‌و‌علف‌های‌هرز
کنترل کننده علف های هرز ,آفت‌زدایان‌و‌کنترل‌کنندگان‌آفات‌و‌علف‌های‌هرز
کنترل کننده آفت ها,آفت‌زدایان‌و‌کنترل‌کنندگان‌آفات‌و‌علف‌های‌هرز
پرداخت کار عدسی های اپتیکی,صنعتگران‌و‌کارکنان‌حرفه‌های‌مرتبط
عدسی ساز عینک,صنعتگران‌و‌کارکنان‌حرفه‌های‌مرتبط
قالب ریز عدسی,صنعتگران‌و‌کارکنان‌حرفه‌های‌مرتبط
قالب ریز عدسی های اپتیکی,صنعتگران‌و‌کارکنان‌حرفه‌های‌مرتبط
ساخت عدسی,صنعتگران‌و‌کارکنان‌حرفه‌های‌مرتبط
سازنده عدسی,صنعتگران‌و‌کارکنان‌حرفه‌های‌مرتبط
اپراتور دریل سنگین معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
اپراتور دریل معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
اپراتور دریل صخره,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
اپراتور دریل وال معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
حفار معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
حفاری معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
دریل کار تونل معدن ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
دریل کار معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
دریل کار حفره انفجار معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر ماهر معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
اپراتور دریل صخره (معدن),کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
دریل کار تونل معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی دستگاه حفاری معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی دستگاه خردکن در معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی ماشین استخراج در معدن ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی ماشین برش در معدن ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی ماشین بزرگ حفاری معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی ماشین جامبو دریل معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
 متصدی ماشین جامبو,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی ماشین حفاری پیوسته معدن  متصدی ماشین مته در معادن سنگ ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
دریل کار  معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
 پاک کردن الوار در معدن ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
 دستگاه اندازه گیر در معدن ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
 اندازه گیر در معدن ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
 حفاری معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
 استخراج  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
 ماشین بزرگ حفاری معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
 ماشین جامبو دریل معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
  جامبو,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
 حفاری پیوسته معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
 مته در معادن سنگ ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
تاق بند معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
چوب بست کار تونل های معدن ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی پاک کردن الوار در معدن ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی دستگاه اندازه گیر در معدن ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی پاک کردن الوار در معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی دستگاه اندازه گیر در معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی ماشین استخراج در معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی ماشین برش در معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی ماشین بزرگ حفاری معدن (جامبو),کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی ماشین جامبو- معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی ماشین حفاری پیوسته معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی ماشین مته در معادن سنگ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی ماشین مخروط جداکننده در معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی ماشین لای روب معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی ماشین مته در معادن سنگ ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
نمونه بردار معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
معدنچی معادن زیرزمینی ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی ماشین مخروط جداکننده در معدن ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
معدنچی معادن سطحی ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
 لای روب معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
 مخروط جداکننده در معدن ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
بیل  دار  معدن  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر ساده معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
زغال  کش  معدن  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  استخراج  معدن  سنگ  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  استخراج  نمک  از  دریا  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  استخراج  هیدرولیکی  معدن  سنگ  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  اکتشاف  زغال  سنگ  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  پوشاندن  معدن  سنگ  با  الوار  و  تبر  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  حفاری  معدن  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  خرد  کردن  سنگ  در  معدن  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  ساده  معدن  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  ساده  معدن  رو  باز,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  ساده  معدن  زیرزمینی,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  ساده  معدن  سنگ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  ساده  معدن  شن  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  شستن  مواد  معدنی,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  شمع  کوبی  در  معدن  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
چوب بست کار تونل های معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
بیل دار معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
زغال کش معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر استخراج معدن سنگ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر استخراج نمک از دریا,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر استخراج هیدرولیکی معدن سنگ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر اکتشاف زغال سنگ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر پوشاندن معدن سنگ با الوار و تبر,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر حفاری معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر خرد کردن سنگ در معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر ساده معدن رو باز,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر ساده معدن زیرزمینی,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر ساده معدن سنگ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر ساده معدن شن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر شستن مواد معدنی,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر کشیدن و برداشتن ستون های چوبی در معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر معدن زغال سنگ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر معدن سنگ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر معدن گچ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  شمع  کوبی  در  معدن  سنگ  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  کشیدن  و  برداشتن  ستون  های  چوبی  در  معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر کشیدن ستون های چوبی در معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر برداشتن ستون های چوبی در معدن,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  کشیدن  و  برداشتن  ستون  های  چوبی  در  معدن  سنگ  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر کشیدن ستون های چوبی در معدن سنگ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر برداشتن ستون های چوبی در معدن سنگ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  معدن  زغال  سنگ  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  معدن  سنگ  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  معدن  گچ  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  نگهداری  شمع  در  معدن  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  نگهداری  شمع  در  معدن  سنگ  ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  حفاری  معدن   ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  نگهداری  شمع  در  معدن    ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  معدن    ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
کارگر  ساده  معدن   ,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
معدنچی معادن زیرزمینی,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
معدنچی معادن سطحی,کارگران‌ماهر‌معادن‌و‌متصدیان‌ماشین‌آلات‌معدن
متصدی دستگاه آسیاب مواد معدنی,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
متصدی دستگاه برش سنگ ,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
برش کار سنگ ,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
متصدی دستگاه خردایش و دانه بندی سنگ معدن,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
متصدی دستگاه دانه بندی و خردایش سنگ معدن,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
متصدی دستگاه خردکن سنگ و مواد معدنی,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
متصدی دستگاه خردکن مواد معدنی و سنگ,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
متصدی دستگاه سنگ بری,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
متصدی دستگاه سیم بر معدن ,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
متصدی دستگاه فراوری سنگ ,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
متصدی دستگاه کراشر معدن,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
متصدی شناورسازی مواد معدنی,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
متصدی شناورسازی,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
متصدی شناورکننده مس ,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
برش کار سنگ در کارخانه,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
اپراتور پردازش فلز مغناطیسی,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
اپراتور تجهیزات جداکننده سیانید مواد معدنی,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
اپراتور تجهیزات جذب کننده مواد معدنی,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
اپراتور ماشین آسیای سنگ,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
اپراتور ماشین پردازش سنگ,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
اپراتور ماشین پودرکننده سنگ,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
اپراتور ماشین خردکننده زغال سنگ,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
اپراتور ماشین خردکننده صخره,متصدیان‌ماشین‌آلات‌فراوری‌مواد‌معدنی‌و‌سنگ
